@relation seismic-bumps-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S1

@attribute shift {W,N}
@attribute genergy numeric
@attribute gdenergy numeric
@attribute gdpuls numeric
@attribute nbumps numeric
@attribute nbumps3 numeric
@attribute nbumps7 numeric
@attribute nbumps89 numeric
@attribute energy numeric
@attribute class {1,0}

@data
W,66030,112,52,0,0,0,0,0,1
W,67360,139,135,2,0,0,0,80200,0
W,35800,27,11,0,0,0,0,0,0
W,21220,-26,-14,0,0,0,0,0,1
W,32780,15,8,1,0,0,0,10000,0
W,51410,80,47,0,0,0,0,0,0
W,30220,6,-6,1,0,0,0,100,0
W,23050,-19,-32,0,0,0,0,0,0
N,21190,105,6,1,1,0,0,6000,0
N,44240,327,79,0,0,0,0,0,0
N,26360,154,21,2,0,0,0,700,0
N,12780,23,-1,0,0,0,0,0,0
N,13010,26,-15,0,0,0,0,0,0
N,10600,2,-29,0,0,0,0,0,0
N,7590,-27,-38,0,0,0,0,0,0
N,11330,9,-46,0,0,0,0,0,0
N,6890,-34,-46,0,0,0,0,0,0
N,8620,-17,-55,0,0,0,0,0,0
N,4070,-61,-54,0,0,0,0,0,0
N,7400,-28,-54,0,0,0,0,0,0
N,6660,-35,-58,0,0,0,0,0,0
N,9980,-3,-60,0,0,0,0,0,0
N,6710,-35,-55,0,0,0,0,0,0
N,8330,-19,-69,0,0,0,0,0,0
N,2970,-71,-61,0,0,0,0,0,0
N,4690,-55,-65,0,0,0,0,0,0
N,3080,-70,-66,0,0,0,0,0,0
N,11920,21,-60,1,0,0,0,800,0
N,5680,-43,-64,0,0,0,0,0,0
N,4890,97,88,0,0,0,0,0,0
N,10320,4,-51,0,0,0,0,0,0
N,22610,193,30,0,0,0,0,0,0
N,2410,-76,-69,0,0,0,0,0,0
N,8690,-12,-74,1,1,0,0,4000,0
N,4530,-54,-72,0,0,0,0,0,0
N,4040,-57,-72,0,0,0,0,0,0
N,6920,-26,-69,0,0,0,0,0,0
N,4230,-55,-61,0,0,0,0,0,0
W,22820,-25,-51,0,0,0,0,0,0
W,20760,-32,-49,0,0,0,0,0,0
W,27150,-11,-31,0,0,0,0,0,0
W,66520,118,7,0,0,0,0,0,0
W,24360,-20,-31,0,0,0,0,0,0
W,18160,-43,-41,0,0,0,0,0,0
W,17860,-44,-50,1,0,0,0,400,0
W,75050,134,5,3,3,0,0,13000,0
W,80100,150,35,2,1,0,0,1500,0
W,27740,-13,-34,0,0,0,0,0,0
W,32430,1,-18,0,0,0,0,0,0
W,30750,-4,-21,0,0,0,0,0,0
W,64920,103,7,1,1,0,0,1000,0
W,36930,14,-13,0,0,0,0,0,0
N,18890,102,19,1,0,0,0,400,0
W,46400,43,7,0,0,0,0,0,0
W,96760,197,84,0,0,0,0,0,0
W,40350,24,5,0,0,0,0,0,0
W,90240,177,77,0,0,0,0,0,0
W,104340,221,108,0,0,0,0,0,0
W,32620,0,17,0,0,0,0,0,0
N,22480,227,195,0,0,0,0,0,0
N,28710,207,40,1,1,0,0,4000,0
N,29310,214,38,0,0,0,0,0,0
W,19910,-42,-3,0,0,0,0,0,0
W,12250,-64,-41,0,0,0,0,0,0
W,15080,-56,-48,0,0,0,0,0,0
W,17180,-50,-47,0,0,0,0,0,0
W,36680,47,3,0,0,0,0,0,0
N,14170,52,18,0,0,0,0,0,0
N,18790,101,0,0,0,0,0,0,0
W,14580,-60,-47,0,0,0,0,0,0
W,22530,-39,-46,1,0,0,0,400,0
W,18440,-50,-34,0,0,0,0,0,0
W,64990,77,32,1,1,0,0,4000,0
W,36860,0,12,1,1,0,0,3000,0
W,18130,-51,-24,0,0,0,0,0,0
N,14610,56,15,0,0,0,0,0,0
N,10040,7,-7,0,0,0,0,0,0
W,11410,-67,-57,0,0,0,0,0,0
N,14020,50,-22,0,0,0,0,0,0
N,12170,30,-30,0,0,0,0,0,0
N,10040,7,-33,0,0,0,0,0,0
W,9710,-72,-57,0,0,0,0,0,0
W,55230,57,56,0,0,0,0,0,0
W,19580,-44,-24,0,0,0,0,0,0
N,15640,67,1,1,0,0,0,200,0
N,13610,46,-19,0,0,0,0,0,0
N,9280,35,71,0,0,0,0,0,0
N,9000,31,40,0,0,0,0,0,0
N,23440,151,59,1,1,0,0,8000,0
N,6660,-29,-15,0,0,0,0,0,0
N,5480,-20,37,0,0,0,0,0,0
N,8030,31,42,0,0,0,0,0,0
N,4170,-49,-34,0,0,0,0,0,0
N,7160,-13,-34,0,0,0,0,0,0
N,13640,123,33,0,0,0,0,0,0
N,4310,-30,9,0,0,0,0,0,0
N,3250,-47,-20,0,0,0,0,0,0
N,3520,-42,-32,0,0,0,0,0,0
N,2270,-82,-69,0,0,0,0,0,0
N,6130,-28,-59,0,0,0,0,0,0
N,3470,-59,-69,0,0,0,0,0,0
N,9680,14,-48,1,0,0,0,700,0
N,8680,31,7,0,0,0,0,0,0
N,2440,-71,-61,0,0,0,0,0,0
N,1350,-80,-36,0,0,0,0,0,0
N,5440,-18,-28,1,0,0,0,300,0
N,9990,17,-56,1,1,0,0,1000,0
N,2960,-76,-57,0,0,0,0,0,0
N,7020,-44,-61,0,0,0,0,0,0
N,6130,-27,-50,0,0,0,0,0,0
W,7320,-71,-65,0,0,0,0,0,0
W,5710,-77,-61,0,0,0,0,0,0
W,7430,-70,-61,0,0,0,0,0,0
W,22220,-5,-11,1,1,0,0,7000,0
W,26400,13,9,0,0,0,0,0,0
W,11610,-21,3,0,0,0,0,0,0
W,14580,-42,-38,0,0,0,0,0,0
W,20760,41,6,1,0,0,0,400,1
W,28380,14,26,1,0,0,0,20000,0
W,42140,187,72,1,1,0,0,5000,0
W,20350,39,44,0,0,0,0,0,0
W,31810,27,3,1,0,0,0,100,0
W,44190,201,129,1,1,0,0,2000,0
W,28290,100,79,0,0,0,0,0,0
W,25090,78,30,0,0,0,0,0,0
W,16750,19,35,0,0,0,0,0,0
W,21650,53,18,0,0,0,0,0,0
W,27320,17,-4,0,0,0,0,0,1
W,60930,101,72,1,0,0,0,10000,0
W,19660,-16,36,0,0,0,0,0,0
W,21000,-10,-1,0,0,0,0,0,0
W,13600,-11,20,1,0,0,0,800,0
W,18780,-35,-32,2,1,0,0,9900,0
W,19920,-15,-15,0,0,0,0,0,0
W,20050,-14,-37,0,0,0,0,0,0
W,18420,-21,-46,0,0,0,0,0,0
W,36100,54,-26,1,0,0,0,100,0
W,57010,144,14,1,0,0,0,600,0
W,56060,140,27,0,0,0,0,0,0
W,31320,35,-13,1,1,0,0,2000,0
W,26330,13,-18,0,0,0,0,0,0
W,19640,-16,-36,0,0,0,0,0,0
W,41260,77,13,0,0,0,0,0,0
W,60320,159,35,1,1,0,0,3000,0
W,47840,106,27,0,0,0,0,0,0
W,18690,-20,-15,1,0,0,0,700,0
W,35830,54,-13,0,0,0,0,0,0
W,30650,29,-8,1,1,0,0,4000,0
W,38400,62,21,2,2,0,0,12000,0
W,48560,105,58,0,0,0,0,0,1
W,42210,78,44,2,1,0,0,33000,0
W,48390,104,16,0,0,0,0,0,0
W,33310,40,18,0,0,0,0,0,0
W,65760,177,68,0,0,0,0,0,0
W,24300,2,11,0,0,0,0,0,0
W,22010,-11,-16,0,0,0,0,0,0
W,17290,-30,-39,1,1,0,0,4000,0
W,14460,-42,-40,0,0,0,0,0,0
W,47200,91,24,0,0,0,0,0,0
W,26750,8,-10,0,0,0,0,0,0
W,19120,-23,-14,0,0,0,0,0,0
W,21400,-14,-14,1,0,0,0,300,0
W,62860,154,31,3,0,0,0,1300,0
W,60490,129,70,1,0,0,0,600,0
W,33960,29,28,1,1,0,0,4000,0
W,20080,-24,-20,0,0,0,0,0,0
W,45330,72,40,2,0,0,0,900,1
W,69230,162,106,2,1,0,0,34000,0
W,28360,7,68,0,0,0,0,0,0
W,14190,-46,-2,0,0,0,0,0,0
W,15760,-40,23,1,0,0,0,300,0
W,20640,-23,14,0,0,0,0,0,0
W,32500,21,24,0,0,0,0,0,0
W,47600,78,68,0,0,0,0,0,0
W,24750,-8,21,0,0,0,0,0,0
W,24500,-9,7,0,0,0,0,0,0
W,63670,138,86,0,0,0,0,0,0
W,67810,153,120,0,0,0,0,0,0
W,30150,13,52,0,0,0,0,0,0
W,18490,-34,-4,0,0,0,0,0,0
W,12670,-55,-25,0,0,0,0,0,0
W,13590,-51,-23,1,1,0,0,1000,0
W,27040,-3,-26,1,0,0,0,200,0
W,20890,-25,-18,0,0,0,0,0,0
W,42700,53,49,1,0,0,0,400,0
W,87060,212,122,2,1,0,0,2800,0
W,43420,56,33,2,0,0,0,500,0
W,34930,19,-6,0,0,0,0,0,0
W,64830,121,88,1,1,0,0,6000,0
W,64490,120,55,0,0,0,0,0,0
W,34620,18,36,0,0,0,0,0,0
W,48950,67,53,0,0,0,0,0,0
W,59950,105,67,0,0,0,0,0,0
W,38590,32,47,0,0,0,0,0,0
W,25050,-14,-7,0,0,0,0,0,0
W,23930,-20,-13,0,0,0,0,0,0
W,37480,25,35,0,0,0,0,0,0
W,41410,38,29,0,0,0,0,0,0
W,59640,98,47,2,0,0,0,600,0
W,26210,-13,4,0,0,0,0,0,0
W,29730,-1,10,1,0,0,0,200,0
W,26280,-13,-18,0,0,0,0,0,0
N,40370,223,202,0,0,0,0,0,0
N,20740,66,104,0,0,0,0,0,0
N,13520,8,45,0,0,0,0,0,0
W,24890,-26,-32,1,0,0,0,500,0
W,31720,-6,-21,1,0,0,0,300,0
W,19240,-43,-31,0,0,0,0,0,0
W,25630,-24,-21,0,0,0,0,0,0
W,21040,-38,-25,1,0,0,0,300,0
W,32810,-3,-2,0,0,0,0,0,1
W,33330,-5,-12,2,0,0,0,40200,0
W,50840,46,32,1,1,0,0,7000,0
W,31430,-10,-11,0,0,0,0,0,0
W,22810,-35,-7,0,0,0,0,0,0
W,32220,-8,-6,2,1,0,0,2300,0
W,49480,42,6,0,0,0,0,0,0
W,28350,-19,-15,0,0,0,0,0,0
W,23160,-34,-28,0,0,0,0,0,0
W,37570,8,0,0,0,0,0,0,0
W,27480,-21,-18,1,1,0,0,4000,0
W,16830,-14,-18,0,0,0,0,0,0
W,44330,27,-10,0,0,0,0,0,0
W,28360,-19,-20,0,0,0,0,0,0
W,28240,-19,-15,0,0,0,0,0,0
W,31620,-9,-4,0,0,0,0,0,0
W,22850,-13,-10,0,0,0,0,0,0
W,14710,-58,-42,1,1,0,0,2000,0
N,11210,-10,29,0,0,0,0,0,0
N,16690,34,7,1,0,0,0,800,0
N,15610,25,-2,0,0,0,0,0,0
W,20330,-42,-25,0,0,0,0,0,0
W,18920,-46,-40,1,0,0,0,200,0
W,30130,-15,-27,0,0,0,0,0,0
W,20660,-42,-39,1,0,0,0,200,0
W,14110,-59,-49,0,0,0,0,0,0
W,36910,6,-18,0,0,0,0,0,0
W,37620,8,-6,0,0,0,0,0,0
W,24100,-31,-29,0,0,0,0,0,0
W,39120,13,18,2,0,0,0,1000,0
W,54070,56,26,0,0,0,0,0,0
W,32490,-7,7,0,0,0,0,0,0
W,31800,-9,6,1,0,0,0,100,0
W,28060,-14,-11,0,0,0,0,0,0
W,42090,30,50,2,0,0,0,400,0
W,34390,6,22,0,0,0,0,0,0
N,39770,218,248,0,0,0,0,0,0
N,12560,0,88,0,0,0,0,0,0
N,15840,27,74,0,0,0,0,0,0
N,10690,-14,19,0,0,0,0,0,0
N,8460,-32,-11,0,0,0,0,0,0
N,6530,-48,6,0,0,0,0,0,0
N,9010,-28,2,0,0,0,0,0,0
N,4720,-62,-26,0,0,0,0,0,0
N,10250,-18,-29,0,0,0,0,0,0
N,9890,-21,-16,0,0,0,0,0,0
N,11330,-9,-2,0,0,0,0,0,0
N,4140,-67,-26,0,0,0,0,0,0
N,9700,-22,-14,0,0,0,0,0,0
N,6860,-45,13,0,0,0,0,0,0
N,5470,-56,-5,0,0,0,0,0,0
N,4620,-63,-30,0,0,0,0,0,0
N,3120,-75,-24,0,0,0,0,0,0
N,4160,-67,-24,0,0,0,0,0,0
N,5280,-29,-16,0,0,0,0,0,0
N,5310,-58,15,0,0,0,0,0,0
N,7060,-44,-4,0,0,0,0,0,0
N,8810,-27,6,0,0,0,0,0,0
N,8170,-32,11,0,0,0,0,0,0
N,7080,-41,5,0,0,0,0,0,0
N,9260,-23,8,0,0,0,0,0,0
N,12070,0,20,1,0,0,0,100,0
N,8440,-30,6,0,0,0,0,0,0
N,6880,-43,1,0,0,0,0,0,0
N,15870,31,26,1,1,0,0,4000,0
N,12400,9,28,0,0,0,0,0,0
N,6160,-46,6,0,0,0,0,0,0
N,22470,98,26,1,0,0,0,300,0
N,8180,-28,12,0,0,0,0,0,0
N,10730,-5,-16,0,0,0,0,0,0
N,7090,-38,-10,0,0,0,0,0,0
N,10720,-5,11,1,0,0,0,300,0
N,7660,-32,-9,0,0,0,0,0,0
N,7360,-4,-10,0,0,0,0,0,0
N,8320,9,-10,0,0,0,0,0,0
N,7160,-6,-4,0,0,0,0,0,0
W,13990,-58,-43,0,0,0,0,0,0
W,14650,-56,-40,1,0,0,0,300,0
W,30000,-9,17,2,1,0,0,8300,0
W,29690,-10,18,1,0,0,0,800,0
W,34900,6,76,1,1,0,0,4000,0
W,48930,54,46,0,0,0,0,0,0
W,38530,21,81,0,0,0,0,0,0
W,21480,-32,2,0,0,0,0,0,0
W,25480,-20,-8,1,1,0,0,7000,0
W,43290,36,26,0,0,0,0,0,0
W,27230,-14,-18,0,0,0,0,0,0
W,49440,56,-7,3,2,0,0,9300,0
W,33900,7,29,0,0,0,0,0,0
W,25680,-14,2,0,0,0,0,0,0
W,10320,-65,-38,0,0,0,0,0,0
W,11860,-60,-42,0,0,0,0,0,0
W,14010,-53,-32,1,0,0,0,600,0
W,16320,-45,-41,0,0,0,0,0,0
W,23190,-22,-27,0,0,0,0,0,0
W,48600,64,12,0,0,0,0,0,0
W,28660,-3,-6,1,0,0,0,600,0
W,17370,-42,-26,0,0,0,0,0,0
W,21900,-27,-28,0,0,0,0,0,0
W,74470,148,28,0,0,0,0,0,0
W,40770,36,2,1,1,0,0,8000,0
W,14210,-53,-8,0,0,0,0,0,0
W,15080,-50,-32,0,0,0,0,0,0
W,28140,-6,-14,0,0,0,0,0,0
W,42010,40,17,0,0,0,0,0,0
W,28450,3,9,0,0,0,0,0,0
W,77740,182,57,2,1,0,0,1200,1
W,39900,45,19,1,0,0,0,40000,0
W,31220,13,10,0,0,0,0,0,0
W,46540,69,51,1,0,0,0,300,1
W,64150,133,81,1,0,0,0,20000,0
W,45940,67,45,0,0,0,0,0,0
W,27350,-1,25,1,0,0,0,200,0
W,10220,-62,-14,0,0,0,0,0,0
W,24400,-10,-25,1,1,0,0,2000,0
W,17120,-37,-30,0,0,0,0,0,0
W,35540,31,3,0,0,0,0,0,0
W,53660,97,33,3,1,0,0,2100,0
W,31560,16,4,1,1,0,0,2000,0
W,45910,69,39,0,0,0,0,0,0
W,54920,102,70,1,0,0,0,200,0
W,71360,143,67,2,1,0,0,4700,0
W,34740,18,13,0,0,0,0,0,0
W,39830,36,28,0,0,0,0,0,0
W,55130,88,61,0,0,0,0,0,0
W,42060,43,49,0,0,0,0,0,0
W,56550,93,120,0,0,0,0,0,0
W,65930,125,75,0,0,0,0,0,0
W,29370,0,40,0,0,0,0,0,0
W,74380,153,80,0,0,0,0,0,0
W,63190,115,69,2,0,0,0,600,0
W,90090,207,128,1,1,0,0,4000,0
W,134070,357,159,0,0,0,0,0,0
W,100960,244,138,1,0,0,0,100,0
W,124380,324,146,0,0,0,0,0,0
W,162810,455,256,2,0,0,0,700,0
W,69450,137,185,0,0,0,0,0,0
N,47250,517,305,1,0,0,0,200,0
N,33530,338,215,1,1,0,0,1000,0
N,25050,227,186,0,0,0,0,0,0
N,24940,226,129,2,1,0,0,2500,0
N,24740,223,123,1,1,0,0,7000,0
N,24620,222,106,1,0,0,0,400,0
W,34360,10,39,0,0,0,0,0,0
W,101280,223,112,1,0,0,0,700,0
W,53180,34,70,0,0,0,0,0,0
W,34900,-12,30,0,0,0,0,0,0
W,71540,80,-1,2,2,0,0,4000,0
W,60300,52,-7,0,0,0,0,0,0
W,43730,10,35,0,0,0,0,0,0
W,52680,33,60,1,1,0,0,3000,0
W,40750,3,18,0,0,0,0,0,0
W,37660,-5,7,0,0,0,0,0,0
W,26590,-34,-13,0,0,0,0,0,0
W,63410,57,21,1,0,0,0,600,0
W,51740,28,33,1,0,0,0,200,0
W,27950,-31,10,0,0,0,0,0,0
W,37170,-8,39,0,0,0,0,0,0
W,38620,-4,13,1,0,0,0,500,0
W,54500,35,19,0,0,0,0,0,0
W,43740,9,66,0,0,0,0,0,0
W,22210,-48,0,0,0,0,0,0,0
W,52510,23,39,1,1,0,0,4000,0
W,67230,57,75,2,1,0,0,3500,1
W,95180,122,73,2,1,0,0,27000,1
W,151920,255,71,2,0,0,0,20300,0
W,106030,148,49,0,0,0,0,0,0
W,81430,90,34,0,0,0,0,0,0
W,124850,191,53,0,0,0,0,0,0
W,68040,50,51,1,1,0,0,4000,0
W,57440,27,-23,0,0,0,0,0,0
W,111380,146,37,1,0,0,0,400,0
W,84510,87,51,1,0,0,0,200,0
W,52690,16,-2,1,1,0,0,2000,0
W,87250,93,51,1,0,0,0,500,0
W,39900,-12,41,1,1,0,0,4000,0
W,45020,-1,35,1,1,0,0,1000,0
W,31630,-37,-21,0,0,0,0,0,0
W,40670,-19,-17,1,0,0,0,200,0
W,49420,-2,12,0,0,0,0,0,0
W,25250,-50,-9,1,1,0,0,4000,0
W,27900,-45,-18,1,0,0,0,300,0
W,59950,19,18,1,0,0,0,700,0
W,44410,-12,52,1,1,0,0,4000,0
N,16930,121,234,1,0,0,0,200,1
W,7770,-57,-33,1,0,0,0,20000,0
W,19860,9,64,1,1,0,0,3000,0
W,12220,-78,-41,0,0,0,0,0,0
W,25430,-11,-17,0,0,0,0,0,0
W,31610,10,12,0,0,0,0,0,0
W,57440,4,12,0,0,0,0,0,0
W,54660,90,68,0,0,0,0,0,0
W,49030,71,34,0,0,0,0,0,0
W,68600,138,33,1,0,0,0,900,0
W,29560,2,35,0,0,0,0,0,0
W,19990,-64,-18,0,0,0,0,0,0
W,28900,0,-13,0,0,0,0,0,0
W,65350,18,33,0,0,0,0,0,0
W,81480,182,40,1,0,0,0,300,0
W,43860,52,20,0,0,0,0,0,0
W,60730,110,1,2,1,0,0,3600,0
W,70450,145,58,0,0,0,0,0,0
W,34140,19,0,1,0,0,0,500,0
W,56900,98,-4,2,1,0,0,2700,0
W,59360,107,31,2,1,0,0,2400,1
W,39100,36,10,1,0,0,0,30000,0
N,37050,435,239,0,0,0,0,0,0
N,26830,287,205,0,0,0,0,0,0
N,24870,259,165,0,0,0,0,0,0
W,23710,-25,-42,0,0,0,0,0,0
W,37670,19,-41,0,0,0,0,0,0
W,29480,-7,-39,0,0,0,0,0,0
W,77040,143,-7,1,1,0,0,2000,0
W,48980,54,21,0,0,0,0,0,0
W,76610,141,19,0,0,0,0,0,0
W,99010,82,62,3,2,0,0,4200,1
W,78580,147,60,1,0,0,0,40000,0
W,68690,37,-17,0,0,0,0,0,0
N,23040,201,103,0,0,0,0,0,0
N,38900,56,12,0,0,0,0,0,0
N,35370,41,5,1,0,0,0,200,0
N,30810,23,-5,1,0,0,0,200,0
N,19640,-21,-11,0,0,0,0,0,0
N,24020,-4,-26,0,0,0,0,0,0
N,31780,27,-14,0,0,0,0,0,0
N,23880,-4,-22,0,0,0,0,0,0
N,19820,-21,-42,0,0,0,0,0,0
N,9530,-24,-29,0,0,0,0,0,0
N,6930,-45,-73,0,0,0,0,0,0
N,6200,-50,-16,0,0,0,0,0,0
N,4600,-63,-58,0,0,0,0,0,0
N,13040,4,-59,1,1,0,0,3000,0
N,15210,22,-47,1,0,0,0,700,0
N,7540,-40,-47,0,0,0,0,0,0
N,2580,-79,-62,0,0,0,0,0,0
N,5660,-55,-63,0,0,0,0,0,0
W,22720,-9,-64,0,0,0,0,0,0
W,36940,48,-25,0,0,0,0,0,0
W,65960,164,-1,2,1,0,0,2200,0
W,49120,96,-3,0,0,0,0,0,1
W,93280,273,49,3,2,0,0,16000,0
W,36410,46,4,0,0,0,0,0,0
W,32660,31,-42,0,0,0,0,0,0
W,48110,92,-13,0,0,0,0,0,0
W,52020,108,15,1,0,0,0,100,0
W,54900,120,-15,0,0,0,0,0,0
W,32920,32,-27,0,0,0,0,0,1
W,48050,92,6,2,1,0,0,205000,0
N,39280,214,190,0,0,0,0,0,0
W,38240,47,-15,1,0,0,0,100,0
W,36650,41,-14,0,0,0,0,0,0
W,17720,-32,-45,0,0,0,0,0,0
W,40620,56,-18,0,0,0,0,0,1
W,52380,101,-3,1,0,0,0,20000,0
W,20420,-22,-35,0,0,0,0,0,0
W,21070,-19,-45,0,0,0,0,0,0
W,12850,-51,-60,0,0,0,0,0,0
W,8450,-70,-66,0,0,0,0,0,0
W,13320,-52,-68,1,1,0,0,3000,0
W,9060,-67,-66,0,0,0,0,0,0
W,58570,110,0,1,0,0,0,400,0
W,31460,13,-18,0,0,0,0,0,0
W,30980,11,0,0,0,0,0,0,0
W,30180,8,-22,1,1,0,0,2000,0
W,45450,63,2,1,0,0,0,400,0
W,18590,-34,-31,0,0,0,0,0,1
W,32470,15,-17,1,0,0,0,80000,0
W,61200,116,34,0,0,0,0,0,0
W,57200,102,66,2,2,0,0,5000,0
W,37580,33,23,0,0,0,0,0,0
W,21680,-24,-21,0,0,0,0,0,0
W,23170,-18,-25,0,0,0,0,0,0
W,35570,25,9,0,0,0,0,0,0
W,32030,12,-22,0,0,0,0,0,0
W,76200,166,71,0,0,0,0,0,0
W,28500,-1,-1,0,0,0,0,0,0
W,33590,17,2,0,0,0,0,0,0
W,27420,-4,-11,1,0,0,0,700,0
W,73160,155,46,1,1,0,0,3000,0
W,33780,18,17,0,0,0,0,0,0
N,27200,118,61,0,0,0,0,0,0
W,21510,-28,-25,0,0,0,0,0,0
W,17880,-40,-47,1,1,0,0,3000,0
W,19180,-36,-35,0,0,0,0,0,0
W,34800,17,1,2,1,0,0,3200,0
W,35010,18,-13,0,0,0,0,0,0
W,9140,-69,-25,0,0,0,0,0,0
W,23260,-22,8,0,0,0,0,0,0
W,55120,85,59,2,1,0,0,9200,0
W,16450,-48,-16,0,0,0,0,0,0
W,20660,-34,-11,1,0,0,0,400,0
W,30140,-4,-5,4,3,0,0,11900,0
W,52120,66,55,1,1,0,0,2000,0
W,25850,-18,13,0,0,0,0,0,0
W,25160,-20,-8,0,0,0,0,0,1
W,23860,-24,-13,1,0,0,0,40000,0
W,58660,87,63,2,1,0,0,2400,0
W,41060,30,27,0,0,0,0,0,0
W,22440,-29,10,0,0,0,0,0,0
W,24660,-22,-18,1,0,0,0,400,0
W,43350,37,40,0,0,0,0,0,0
W,17170,-46,-19,1,0,0,0,500,0
W,60710,92,79,3,2,0,0,4800,0
N,28290,126,91,0,0,0,0,0,0
N,22710,82,54,0,0,0,0,0,0
W,9510,-71,-41,0,0,0,0,0,0
W,16260,-50,-50,2,1,0,0,3500,0
W,10530,-67,-60,0,0,0,0,0,0
W,47700,48,22,0,0,0,0,0,0
W,34570,7,2,2,1,0,0,3300,0
W,7810,-76,-46,0,0,0,0,0,0
W,23170,-28,-19,1,0,0,0,600,0
W,15650,-52,-28,0,0,0,0,0,0
W,24140,-27,-35,0,0,0,0,0,0
W,44990,36,16,2,1,0,0,5500,0
W,25910,-22,-3,1,0,0,0,900,0
W,18310,-45,-27,0,0,0,0,0,0
W,54980,66,24,2,1,0,0,1400,0
W,26080,-21,-4,2,2,0,0,4000,0
N,8520,-32,2,0,0,0,0,0,0
W,19160,-42,-14,0,0,0,0,0,0
W,26620,-18,-15,0,0,0,0,0,0
W,27780,-15,-8,1,1,0,0,5000,0
W,28920,-11,13,1,0,0,0,200,0
W,24360,-25,-16,2,0,0,0,1300,0
W,11210,-66,-29,0,0,0,0,0,0
W,42220,29,-9,1,1,0,0,8000,0
W,14590,45,90,0,0,0,0,0,0
W,9160,-72,-28,0,0,0,0,0,0
W,6800,-79,-47,0,0,0,0,0,0
W,7000,-40,-56,1,1,0,0,1000,0
W,7030,-78,-53,0,0,0,0,0,0
W,35420,11,-32,1,0,0,0,900,0
W,53590,68,24,1,0,0,0,900,0
W,19390,-39,10,0,0,0,0,0,0
W,19680,-38,-3,2,2,0,0,10000,0
W,67040,111,84,2,0,0,0,1600,0
W,32270,8,52,1,0,0,0,500,0
W,19810,-34,-12,0,0,0,0,0,0
W,38360,29,83,1,1,0,0,7000,0
W,34230,15,33,1,1,0,0,2000,0
W,44500,49,59,2,0,0,0,1100,0
W,22260,-25,2,0,0,0,0,0,0
W,28280,-5,20,1,1,0,0,5000,0
W,32050,7,56,1,0,0,0,300,0
W,30990,5,25,0,0,0,0,0,0
W,20260,-19,-42,0,0,0,0,0,0
W,32110,9,2,1,0,0,0,200,0
W,32460,10,12,0,0,0,0,0,0
W,25480,-14,2,0,0,0,0,0,0
W,25460,-14,-2,0,0,0,0,0,0
W,36770,25,57,1,1,0,0,1000,0
W,20580,-30,4,0,0,0,0,0,0
N,13550,8,30,0,0,0,0,0,0
N,21510,72,16,1,1,0,0,3000,0
N,13200,6,102,1,1,0,0,9000,0
W,34350,15,5,0,0,0,0,0,1
N,30820,147,214,2,1,0,0,206000,0
N,20040,60,61,0,0,0,0,0,0
N,9980,-20,18,0,0,0,0,0,0
W,29160,-2,-1,0,0,0,0,0,0
W,21760,-25,-11,1,1,0,0,1000,0
W,20160,-30,-28,1,0,0,0,300,0
W,24370,-16,-3,1,1,0,0,2000,0
W,15560,-46,-40,0,0,0,0,0,0
W,25760,-11,-7,1,0,0,0,200,0
W,42340,46,17,0,0,0,0,0,0
W,21950,-24,-15,1,1,0,0,2000,0
N,10030,-20,-2,0,0,0,0,0,0
N,12540,0,-16,0,0,0,0,0,0
W,23860,-11,-38,1,0,0,0,200,0
W,24950,-7,-21,1,0,0,0,300,0
W,37950,41,22,1,1,0,0,8000,0
N,11540,-8,14,0,0,0,0,0,0
N,12480,0,4,0,0,0,0,0,0
N,4330,-65,-36,0,0,0,0,0,0
N,12520,0,-26,0,0,0,0,0,0
N,2480,-80,-40,0,0,0,0,0,0
N,6260,-49,-53,0,0,0,0,0,0
N,5690,-53,-59,0,0,0,0,0,0
N,3530,-71,-46,0,0,0,0,0,0
N,4560,-63,-54,0,0,0,0,0,0
N,4650,-62,-57,0,0,0,0,0,0
W,3590,-69,-60,0,0,0,0,0,0
N,22930,88,36,0,0,0,0,0,0
N,13880,9,2,0,0,0,0,0,0
N,11780,-7,-35,1,0,0,0,300,0
N,12200,105,310,0,0,0,0,0,0
N,4580,-64,-59,0,0,0,0,0,0
N,3420,-73,-70,0,0,0,0,0,0
N,2930,-77,67,0,0,0,0,0,0
N,3130,-75,-71,0,0,0,0,0,0
N,3160,-75,-70,0,0,0,0,0,0
N,4400,-64,-71,0,0,0,0,0,0
N,1910,-84,-80,0,0,0,0,0,0
N,1400,-88,-78,0,0,0,0,0,0
N,3000,-75,-69,0,0,0,0,0,0
N,3540,-71,-77,0,0,0,0,0,0
N,2520,-85,-75,0,0,0,0,0,0
N,4870,-15,-71,1,1,0,0,6000,0
N,3860,-68,-77,0,0,0,0,0,0
N,1330,-88,-76,0,0,0,0,0,0
N,1620,-85,-72,0,0,0,0,0,1
W,9890,-63,-79,1,0,0,0,20000,0
W,4150,-64,-49,0,0,0,0,0,0
W,7870,-71,-67,1,0,0,0,700,0
W,20380,-24,-22,1,0,0,0,200,0
W,26660,-1,12,0,0,0,0,0,0
W,25050,-7,-19,0,0,0,0,0,0
W,12950,-12,-9,0,0,0,0,0,0
W,29720,12,-14,1,1,0,0,4000,0
W,11480,-57,-39,0,0,0,0,0,0
W,12220,-54,-42,0,0,0,0,0,0
